dataMatrix	HU_neg_011_b2	HU_neg_014_b2	HU_neg_015_b2	HU_neg_017	HU_neg_018	HU_neg_019_b2	HU_neg_020	HU_neg_021	HU_neg_022_b2	HU_neg_023_b2	HU_neg_024_b2	HU_neg_025_b2	HU_neg_026_b2	HU_neg_027	HU_neg_028	HU_neg_029_b2	HU_neg_030_b2	HU_neg_031_b2	HU_neg_032	HU_neg_033_b2	HU_neg_034	HU_neg_035_b2	HU_neg_036_b2	HU_neg_037	HU_neg_039_b2	HU_neg_040_b2	HU_neg_041	HU_neg_042_b2	HU_neg_043	HU_neg_044	HU_neg_045_b2	HU_neg_046_b2	HU_neg_047	HU_neg_048	HU_neg_049	HU_neg_050	HU_neg_051	HU_neg_052	HU_neg_053_b2	HU_neg_054_b2	HU_neg_055	HU_neg_056_b2	HU_neg_057_b2	HU_neg_058_b2	HU_neg_060	HU_neg_061	HU_neg_062_b2	HU_neg_063_b2	HU_neg_064	HU_neg_065	HU_neg_066	HU_neg_067_b2	HU_neg_068	HU_neg_069_b2	HU_neg_070_b2	HU_neg_072	HU_neg_073_b2	HU_neg_074_b2	HU_neg_075_b2	HU_neg_076_b2	HU_neg_077	HU_neg_078	HU_neg_079	HU_neg_080_b2	HU_neg_081_b2	HU_neg_082_b2	HU_neg_083	HU_neg_084_b2	HU_neg_085_b2	HU_neg_086	HU_neg_087_b2	HU_neg_088	HU_neg_089	HU_neg_090	HU_neg_091	HU_neg_092_b2	HU_neg_093	HU_neg_094	HU_neg_095_b2	HU_neg_096_b2	HU_neg_097_b2	HU_neg_098_b2	HU_neg_099	HU_neg_100	HU_neg_101	HU_neg_102_b2	HU_neg_103_b2	HU_neg_105	HU_neg_106_b2	HU_neg_107	HU_neg_108	HU_neg_109	HU_neg_110	HU_neg_112_b2	HU_neg_113_b2	HU_neg_114_b2	HU_neg_115_b2	HU_neg_116	HU_neg_117_b2	HU_neg_118	HU_neg_119_b2	HU_neg_120_b2	HU_neg_121_b2	HU_neg_122_b2	HU_neg_123	HU_neg_124_b2	HU_neg_125	HU_neg_126	HU_neg_127	HU_neg_129_b2	HU_neg_130	HU_neg_131	HU_neg_132	HU_neg_133	HU_neg_134	HU_neg_135_b2	HU_neg_136_b2	HU_neg_137_b2	HU_neg_138	HU_neg_139_b2	HU_neg_140_b2	HU_neg_142_b2	HU_neg_143_b2	HU_neg_144	HU_neg_145_b2	HU_neg_147_b2	HU_neg_148	HU_neg_149	HU_neg_150	HU_neg_152	HU_neg_154	HU_neg_156	HU_neg_157	HU_neg_158	HU_neg_159_b2	HU_neg_160_b2	HU_neg_162_b2	HU_neg_163	HU_neg_164_b2	HU_neg_166_b2	HU_neg_167_b2	HU_neg_168_b2	HU_neg_169_b2	HU_neg_170	HU_neg_171	HU_neg_172	HU_neg_173	HU_neg_174	HU_neg_175	HU_neg_177_b2	HU_neg_179	HU_neg_180	HU_neg_181	HU_neg_182	HU_neg_183_b2	HU_neg_184	HU_neg_185	HU_neg_186	HU_neg_188_b2	HU_neg_189	HU_neg_190_b2	HU_neg_191_b2	HU_neg_192	HU_neg_193_b2	HU_neg_194_b2	HU_neg_195_b2	HU_neg_196	HU_neg_197_b2	HU_neg_198_b2	HU_neg_199_b2	HU_neg_200	HU_neg_201	HU_neg_202	HU_neg_203_b2	HU_neg_204	HU_neg_205_b2	HU_neg_206_b2	HU_neg_207	HU_neg_208	HU_neg_209
M193.0346T57	2.549450257	2.970652183	2.397516986	2.85972055	2.736299112	2.709858637	2.674931287	2.56518613	2.665815208	2.777615423	2.767292896	2.437502507	2.606547664	2.64828383	2.068763549	2.69240506	2.613008276	2.751164101	2.756034327	2.651421247	3.032412516	2.509184609	2.694067708	2.706566816	2.692045659	2.466768759	2.58823889	2.44439522	2.484837158	2.666299854	3.16257191	2.486986601	2.195447363	2.364596441	2.636652888	2.576593267	3.055201351	2.82192582	2.813735771	2.438651342	2.626508935	2.732036094	2.551298024	2.389444328	2.433810971	2.834532408	2.49522438	2.552726317	3.056578627	2.620962872	2.584155439	2.54426687	2.659940698	2.696781269	2.675747107	2.742405828	2.206717426	2.383988275	2.442246066	2.917686196	2.382876263	2.576869936	2.772619673	2.575966476	2.734318765	2.749801975	2.628128668	2.886225352	2.436283039	2.990179309	2.725899237	2.578994795	2.782490439	2.578051049	2.552805006	2.4589719	3.002383355	2.342048029	2.792956626	2.310286533	2.424849112	2.394100604	2.392703964	2.805124427	2.822484682	2.62140919	2.394418326	2.500312915	2.874347525	2.714582501	3.020833889	2.832798565	2.611194842	2.559289897	2.418251397	2.705818645	2.595936388	2.914658563	2.855740419	3.031177266	2.702164836	2.535456519	2.902459941	2.573821343	2.405243693	2.488498932	2.885917036	2.522685723	2.518965283	2.738100437	2.224372067	2.520304852	2.880351657	2.572411218	2.440784064	2.353640742	2.91585079	2.379882856	2.736854513	2.554639721	3.194276059	2.504880288	2.71658431	2.689870491	2.863921447	2.744924677	2.659090076	2.727584916	2.679735275	2.629031741	2.850014551	2.970183414	3.005985123	2.68057037	2.911408506	2.758867664	2.903304848	2.430400147	2.557083694	3.03690384	2.984622779	2.848670383	2.89138149	2.732509662	3.276106133	2.481589403	3.204671913	2.758266518	2.420233952	2.678695411	2.36183355	2.460004259	2.942246744	2.735553534	2.601621848	2.383549466	2.782848305	3.118119471	2.665085486	2.610710375	2.513467368	2.516799824	2.305318588	2.512058607	2.792981389	3.046393817	2.52253336	2.345230639	2.405475735	2.433120133	2.523670206	2.466393886	2.419373232	2.47844235	2.805929841	2.620290307	2.685945795	2.835951065	2.963152964	2.624117005
M193.0343T378	1.653222671	2.893412315	2.145825706	2.243357051	2.479425234	2.29556999	2.557574906	2.453632285	1.730553747	2.309687165	2.652056601	2.327684549	2.238060233	2.241363665	1.691804991	1.924597336	2.55064947	2.515823039	2.576304836	2.703592387	2.403285535	2.428817877	2.343370744	2.25990303	2.22032651	2.293380742	2.174710573	2.652672308	2.766387269	2.12743336	1.591689413	2.019059543	2.170095306	2.519303856	2.466513504	2.338795074	2.012141337	2.128445454	2.112475591	2.380979428	2.269453534	2.416047341	2.409897596	2.010853042	2.622516476	2.543034377	2.540172979	1.973273387	2.39600681	2.234695442	2.609070366	2.762912233	2.90145044	0	2.281354044	2.619719826	2.412531737	2.554809612	2.47856999	1.780279542	2.67428327	2.414784506	2.459277916	2.258069816	2.698863818	2.353374613	2.627064367	2.120749409	2.460055328	2.456506185	2.361365483	2.421469408	2.527792138	2.418969897	2.484985323	2.140916192	1.770044138	2.448971781	2.509880391	2.088207928	1.893712651	2.55255451	2.60549517	2.697486936	2.353267731	2.486483021	1.986358088	2.911241137	2.864615083	2.473253628	2.182991688	2.28635234	2.440482287	2.254965766	1.735509273	2.375310537	2.880617868	3.160734829	2.673097472	2.640400663	1.32841725	2.555098443	2.40821378	2.151640558	2.298506323	2.263670652	2.4227383	2.715004825	2.408232374	2.46522223	2.082394016	2.273365774	2.377506297	2.461068714	2.402120479	2.05997866	2.513297204	2.542962216	2.698467006	2.263176906	2.752884235	2.568959565	2.681326214	2.329306143	2.027528186	1.982648313	2.220450454	2.392153116	2.103185331	2.346460045	2.505059073	2.782622251	2.253269726	2.429216979	2.614790745	2.354218027	2.452263686	2.221017013	2.544535142	2.066809846	2.484250923	2.297942993	2.688859163	2.247424748	2.766422556	1.992067748	2.836598936	2.206998928	2.242262852	2.396634713	2.334161829	2.189560184	2.544588439	2.642067505	2.599678361	2.565522894	2.13258579	2.096389485	2.554576097	2.350850829	2.313806306	2.432300886	2.112362886	2.680756436	2.742006463	2.983418253	2.539584066	2.373431395	2.158247461	2.872248225	2.218942302	2.349685764	2.149025711	2.635434392	2.567171795	2.024252184	1.783382733	2.401904798	2.33298585	2.288037548
M193.0498T454	2.469417378	1.643643455	2.096941637	1.37227883	1.934962424	2.525531177	2.208391705	1.515505294	2.075645279	3.144905766	1.727577971	1.855001363	2.193997473	2.058960265	2.424086691	2.295842537	1.480919542	1.683489174	1.624556531	2.737884038	1.904497032	2.74874916	1.77531643	0.858777207	2.139186013	2.860678227	2.182373793	1.558377914	2.119721758	2.003333589	3.356541517	2.144524379	2.092511669	1.507754365	2.181891819	2.588557989	1.332326455	1.816392531	2.317256592	1.925654149	2.113934279	2.028150472	2.418985359	1.322571167	1.837707232	1.928997803	2.335980876	2.205202443	1.70105508	1.848900201	2.144483294	3.384668032	2.626457796	1.924295485	2.265856217	1.677907631	2.19845494	2.946135982	1.49644153	3.150293751	2.185835469	3.135670127	1.40823557	2.904715599	2.752805263	1.703632454	2.218321307	2.902272331	3.438009912	2.937718608	2.182198537	3.221651048	3.11681038	1.59024903	3.047946348	1.947309182	1.325420354	1.681809719	2.363011066	3.058521668	2.215506167	3.418513147	1.291643726	2.316296611	2.063959095	2.306383485	0.707927389	1.269880887	2.484189818	1.598682431	2.562812743	1.169441758	2.568984977	2.277752711	1.579542615	1.924300111	1.719063967	2.120419894	2.398668184	2.246902207	2.888964031	2.370320453	2.34113068	2.439933629	2.491222984	2.159852018	1.380439666	1.684487755	2.352978118	2.483620362	3.228745132	2.156216384	3.065395378	1.807026146	3.314542766	1.423777667	2.030706497	1.72608297	1.464476851	1.210663141	3.661759326	1.85429029	0	2.934966049	2.10099891	1.913975696	2.556204523	1.610021436	2.460975998	1.601261011	3.455410356	1.673921743	2.658401699	1.974242353	2.807344462	2.049951796	2.865148583	3.909369424	3.534915113	2.86293221	2.785929863	1.749248027	2.252989776	3.555403112	2.861539578	3.327898171	2.211095434	2.404643116	1.36084246	3.322827443	1.440762282	1.928539635	1.341797254	2.765057177	2.106243337	3.548691265	2.654049658	2.69378678	1.888878038	2.070751933	1.773297981	1.594872257	2.194002604	3.088236227	2.072577202	2.661383479	3.611134908	3.06115212	1.569570589	1.376838095	0.943318459	1.995306858	1.502808778	3.612444888	2.050379743	2.091921227	2.117752803	2.383752587	2.430065085	2.653803325
M193.0498T341	1.533974213	0	2.666540393	1.434686602	2.348941543	1.667416519	1.35888687	1.489553078	3.180095899	2.441318054	1.299755907	0.446382333	0	0	0	1.697883382	1.522926156	2.389708372	1.216062343	2.340469489	2.014117688	1.964093393	2.727448167	1.041620115	3.057140501	1.771295854	1.215473282	1.091212476	1.452853695	2.4151629	1.168479066	1.55908757	0	1.304123053	0	2.570387617	0	2.338320258	2.430392829	1.966121142	0	2.348127258	1.096854256	1.586406301	0.826791598	0	1.809773915	1.081556936	1.275057269	2.713637623	0.778633656	2.142343522	0	0.930103213	2.737406236	2.526746305	1.954123388	0.901274552	0	2.720158266	1.615108575	2.428261755	1.282687658	0.527519374	0.833203455	2.502555945	1.459233928	2.994585263	1.295105387	1.768334735	2.815723357	1.461467263	0.962172654	2.752727152	2.546207441	2.108401627	2.975952458	1.245485067	2.32559114	1.466267706	2.706253914	2.062437864	1.457445299	2.395207459	1.261408623	0.91285107	1.775075706	2.589501701	1.003038852	2.6488928	0	1.950712577	1.264649981	1.935506835	0.979546311	1.639860082	2.143264665	2.759482265	2.549268288	3.181603469	2.491087887	1.266215063	0.935398355	1.747254018	1.290986216	1.670609906	2.39342445	2.330232369	1.569169309	1.621590929	2.521541509	2.315918032	1.785621941	1.438025479	2.794535418	2.012429746	1.690391529	1.906850458	1.702653132	0	0	1.33933438	1.110321314	1.965456389	2.010006322	2.678331093	2.782489985	1.386680532	2.887326389	1.920315341	2.910329081	2.052969632	1.793887574	2.25311585	0	2.247958831	2.792247883	3.058565797	1.795695095	1.287361744	2.914524227	1.362849903	2.30781495	2.576275431	3.017216943	2.938504473	3.467936928	2.402027626	2.284469671	1.676701303	0.920128472	3.037789011	2.805318427	3.066638135	3.166876622	2.773246053	2.009049151	3.336075443	0	1.912424336	1.003761325	2.110999134	1.688454894	0.877992736	1.795969398	2.49206059	1.350383643	1.057627908	2.245379886	1.221506129	1.782121119	1.456732306	2.024295037	1.090866477	1.883396438	1.82639993	1.870521757	2.319906646	1.780611443	2.090910769
M193.0498T399	0.60122163	1.549181615	2.903794803	1.197683242	2.056309794	1.071993969	0	1.549517683	3.413675228	1.62420547	1.471576258	0	1.736981035	0	1.557541219	1.570088037	1.91141357	1.685197552	1.876325173	3.181959594	2.773489369	2.017259534	2.587453179	2.529910906	3.49007455	2.035279719	0	1.978977409	2.252862091	2.862918802	1.306583931	1.821565301	1.937629794	2.80468379	1.978045695	3.032249847	0	3.384131574	2.137236024	1.818705868	1.611719538	1.670053379	1.85385523	0.902886922	1.940103455	2.328177066	1.786072607	1.696944059	1.442709549	2.102975981	2.347697211	2.839802253	2.102720849	0	2.691196996	2.499727779	1.10515349	1.396294565	1.555222351	3.008245283	1.422037673	2.800726761	1.999330998	0.72119285	2.236417693	2.750150489	1.530596797	2.651948121	1.91173523	1.93452728	3.32295139	1.711007972	1.128896608	3.19579602	2.809790667	2.901102503	2.427197265	1.95731389	1.331644813	0.687533514	2.85871285	2.323596492	1.93946876	1.415799968	1.9395552	1.718234583	1.771872616	3.304876017	2.784455466	2.813606457	0	1.346054646	1.59145604	1.171120101	0.716387818	1.508242402	2.163403444	3.285236039	1.90574862	2.972445352	2.049764643	1.924529135	0.972893776	1.48672464	1.679290551	1.878090402	3.287250684	2.108365606	1.990559485	2.244383007	2.408937082	2.70504327	2.487561492	1.880205411	2.825407394	1.656590426	2.27943852	1.574364607	2.280775509	1.492512852	2.012326673	1.874790616	1.771086054	1.66191049	1.415569544	3.05698297	1.706086717	1.813383189	3.367150655	2.149971229	2.746281778	2.67177487	2.259217656	2.236239629	1.410753325	2.559951271	3.426054113	2.787016215	1.429975027	1.830656919	2.680529161	1.568246679	2.952886342	2.986475315	2.924949727	3.587911312	3.318508994	2.822490358	1.811896085	2.171917181	1.676813847	3.51009981	3.026905106	2.967331027	3.099077971	2.993092662	1.656660554	3.325381405	0	1.876493171	1.743932015	1.335888124	1.795263188	1.28678358	2.230057412	1.779569853	2.230985568	1.485466009	2.259341842	2.118578382	1.670504205	2.075638031	2.322733536	1.783813564	2.077174323	2.257864286	1.990477068	2.530668249	1.626245692	2.09886463
M193.0498T424	0.668500627	1.141942492	2.595485236	1.183853479	1.374626295	0.99724338	1.025765762	0	2.925027266	1.640815986	0	0.50922672	0.60562522	1.146968235	1.03633515	0	1.388319112	1.439624438	0	2.515360491	2.128338529	1.494643579	2.94979759	2.060452458	2.898309918	1.245720404	1.600728133	1.594546835	1.570947538	2.713707708	0	1.528365453	1.311935286	1.415020044	2.81557062	2.791713063	0	2.836691597	2.459966971	1.487362514	0	1.637651036	1.68979734	0.919066983	2.014256839	0.922479691	1.3970184	1.700116455	0	1.837525359	1.501314045	2.456696396	1.682590004	1.658055517	2.77281377	2.52447511	1.57786943	1.361081513	1.49489495	2.700798417	1.442092946	1.212685192	0	1.0692141	1.469208992	2.214429579	1.877807543	3.187138405	1.299623561	1.765764165	2.78604362	0	0	2.899986239	2.647404976	2.856242319	3.050231725	0	1.146547782	1.867582205	2.709187165	1.336081743	1.804359454	1.795402951	1.494374802	1.894903238	1.479217834	2.542557609	1.880232539	2.752805436	0	0	1.106077425	1.789911436	0.786927584	1.265932543	1.544311937	2.562424057	1.720606549	2.928844569	1.608489995	1.637900233	1.210231962	1.082783049	1.782550483	2.366204509	2.681282038	2.405287983	2.155133378	2.139451162	2.834713808	2.531492514	2.004918374	1.031384087	2.787628468	1.29627161	2.479710669	1.630356152	1.876112587	1.281471682	1.662911241	2.50740292	0	1.769571045	0	2.638447553	2.263868999	1.758185144	3.028275641	1.804695724	2.868321905	1.915144651	1.878954783	0.856940422	1.16019389	2.233572255	2.795386529	1.995881045	1.183956875	2.142545234	3.125582783	0.976431435	2.967960221	2.444971339	2.860373534	2.974521954	3.488044441	2.301943555	1.543833701	1.473326358	1.215609443	3.00603098	2.731716308	2.867963854	3.110446364	2.206069838	1.029054047	3.147224199	2.824582442	2.43200842	1.589125221	1.920676315	1.496855849	1.354745709	1.728479661	2.254521918	1.565180404	1.014939483	1.770133434	1.721299347	1.757374416	1.857592551	1.660829539	1.362151606	1.874761076	1.906056819	1.614274573	2.008976074	1.374113279	1.553380059
M193.0498T302	1.004775127	1.018346499	1.944270463	0	1.153406604	1.541607214	0	0	2.780644799	1.201422744	1.411700764	0.965842127	1.314404186	0	1.280055244	0	1.641181006	1.899441604	0	1.836961219	1.096084419	1.127251372	1.457002374	1.209027644	2.471999075	1.288798221	1.040327981	1.30056362	1.552050287	1.772506497	0	1.404019231	0	1.399506742	1.326421312	1.976992748	0	1.391865707	1.913647168	1.35621644	1.049598129	1.369999244	1.568893095	1.529627287	1.779033004	1.086113623	1.370587917	1.390247715	0	1.817168712	1.04548166	1.749120951	1.121773033	1.626412283	2.202726098	1.543108658	1.372180022	0.862508564	0.874648508	2.215442962	1.365070874	1.326112075	0.891784473	1.459703224	0.667123999	1.519513762	1.543959505	1.915653747	1.288857462	1.917584256	2.244027201	1.527689681	0.702844096	2.074580683	1.818150082	1.613347202	1.950976454	0.860800894	1.09285653	0	2.115240871	1.491058973	0.933874111	1.935140259	0	1.741248448	0.732470999	1.842036098	0	2.223510213	1.666854426	0	1.182317158	1.911042013	1.103781906	1.899792088	1.227586801	1.863857531	1.317335766	2.160127512	1.374261338	1.499353372	1.112645377	1.176939603	1.424196207	1.502332281	1.958999042	1.056483415	1.479543421	1.236038965	1.893794432	1.574775806	1.82748152	0.668207992	2.092729012	1.413186296	1.31551068	1.259355118	1.443991815	1.779687261	1.684647441	0	1.11546188	1.847263281	0.775717497	1.863410105	1.698520065	1.455383255	1.780841424	1.510533604	1.909376964	1.502730646	1.686620407	1.550909309	1.854847912	1.343857465	2.195485732	2.175047651	0.967893991	1.57098417	2.557035842	1.15417813	1.532527227	1.700165535	2.140250936	2.304663379	2.458857307	1.712847899	1.54525277	1.570124174	1.106178056	2.100003208	2.018252338	1.933197027	1.992889967	2.469895845	1.305082474	2.048513808	0	1.802835587	1.199700841	1.426843626	1.610775381	0.821886614	1.537560847	1.539824295	1.717251675	0.9430212	1.540639285	1.382841833	1.541873483	1.147584881	1.253897274	0.913957223	1.802668031	1.589442149	1.87082337	1.691315977	1.452932682	1.240036052
M193.061T286	2.925774725	3.09894483	2.983838773	3.193016762	3.275143232	3.284892175	3.083379429	3.268158814	2.92721445	3.298305264	3.243027961	3.333165773	3.116673441	2.926430104	3.104256273	3.392913733	3.117815997	2.994503339	3.131334216	3.282463674	3.034227845	3.253568865	2.991527115	3.142047357	2.956954584	3.266380622	3.186578988	3.371833771	3.229447333	2.685848664	3.285422928	3.266270566	2.797031069	3.146363331	3.231625539	3.196538504	2.845766344	3.355668278	2.812202443	3.361743977	3.238127636	2.90202316	3.209893735	3.131838523	3.343532673	3.174034155	3.254517966	3.260856311	3.20715706	3.027131452	3.322203587	3.506486013	3.44538769	3.539803752	3.01576775	3.359229869	3.405577941	3.388803862	3.211485509	3.253445709	3.203590621	3.428944851	3.393711868	3.491199063	3.312529347	3.230109194	3.36990969	3.045702632	3.583645912	3.307144642	3.285828337	3.21320426	3.47995785	3.295571759	3.133898319	3.117782216	3.072909958	3.27910079	3.433262637	3.302286367	3.008071448	3.232832559	3.14727644	3.20362958	3.263052475	3.436132572	3.193243824	3.110773062	3.629505359	3.241713944	3.6150325	3.13466784	3.152391278	3.218008167	3.460524963	3.371705504	3.270135512	3.230081049	3.51171899	3.396633921	3.101442991	3.179823262	3.354658714	3.457997417	3.270090731	3.193163835	3.451222312	3.262772865	3.257401622	3.217653691	2.941524943	3.030314272	3.264779385	3.266279547	3.099868366	3.006824184	3.158506081	3.11702616	3.204223504	3.347244717	3.579114728	3.268866565	3.506597376	3.138071971	3.367741055	3.014368986	3.036313615	3.226471071	2.908191804	3.374610188	3.003563061	3.518503962	3.316317253	3.246370386	3.262932458	3.235589091	2.823593004	3.078044146	3.410136752	3.068349983	3.087606613	3.354260819	3.29202912	3.310622385	3.391211877	2.958974259	3.073081558	3.31736257	3.291602735	3.415256346	3.296306169	2.971645533	3.441157976	3.298580138	3.108465947	3.283521069	3.066579309	3.273124878	3.287333322	3.253323767	3.225050852	3.471479888	3.287780308	3.378919559	3.078711008	3.489346968	3.368757567	3.456473728	3.068070207	3.374458997	3.271707524	3.358848494	3.31069924	3.38498812	3.193004891	3.412142431	3.108164052	3.597122096	3.587204219	3.474989658
M193.0691T400	0	0.911041552	2.345679958	0	1.982628877	0.809431129	0.858466613	0	1.866332598	1.496399469	0	0	1.297054709	1.0765989	0	1.222075204	2.714663823	2.479041123	1.166483554	3.1313058	2.607044988	1.54417948	2.350325351	2.393270574	3.410142298	2.015292957	2.014311458	0.900742399	2.118775718	1.924414979	0	1.137441145	1.496645202	1.079422608	1.753546713	1.607345645	0	1.775464792	1.804877702	2.105710394	1.882680616	1.095277295	1.471420544	1.992731574	2.155782134	1.34902615	0.834582225	1.975443858	1.122633282	1.745799753	1.525064433	2.355789611	1.291489994	1.491158153	2.065571018	2.298794816	2.468064332	1.025218845	1.076388278	2.738973412	1.849325222	1.735373811	2.441602091	0.859635037	1.440680154	2.341386325	1.916318321	2.270520077	1.668197012	2.760346926	3.165028028	2.280191827	0.987595315	1.978803669	2.345688515	2.350931218	2.572547528	1.42511046	1.031645009	2.285706774	2.679077483	2.462947693	1.848480145	2.362135249	0.995083565	1.196448536	2.576050589	1.570012488	2.209754541	2.810244685	1.359780949	0	0	0.727158985	0	1.531016561	0.566815047	3.088173505	0.798346199	2.562754102	2.390886303	1.953548502	0	1.407837168	1.441271577	2.377609901	3.076851989	2.406521647	1.676711201	1.839989932	2.301950386	2.965809306	1.740383643	2.155098052	1.445126973	2.222887738	1.666833061	1.006697871	1.613955	0.884070039	2.16932634	2.436023345	1.627992983	2.901979943	1.512625994	2.483921654	2.381800848	1.634640176	2.623620658	1.148554967	1.932417327	1.038253829	2.184468808	1.265503457	0.906958514	2.115462043	2.710822985	1.610053904	1.836995916	1.685660531	2.118408992	0.968000377	1.767726153	1.650050253	2.497152055	2.190858274	2.86902889	2.475680006	1.736366579	1.967340965	2.079219847	3.324614258	1.721268777	2.71917627	2.560768081	2.715522802	2.388812821	3.07926778	0	2.833099548	2.46243487	1.230420366	1.149587519	1.180796958	2.01693107	1.184854754	2.185340301	1.781906685	2.75368241	1.317773597	2.074691963	1.484897376	1.938114762	1.754915953	2.377035943	1.465385105	2.252086209	1.626987959	1.470884465	1.733807715
M193.0691T370	1.673275239	1.107076221	1.465980642	1.239391773	1.602098918	0.826856067	0	1.263052831	1.495563487	0.345003732	1.714454535	1.683206981	0.79738958	0	1.033312064	0.934080297	2.168919669	1.849937117	1.26942962	1.942985082	1.992184006	1.279534398	1.058490975	1.54512201	1.136086337	1.941296675	0	1.741354194	1.77275352	1.067899771	2.285227813	1.258116689	0	1.247872247	1.242149327	1.71558314	0	0	1.478457462	1.681054153	1.509437407	0.908043083	1.306062768	1.502174692	1.652016382	0	1.207814443	1.725212335	2.026036112	1.229764177	1.241445092	1.924595679	1.639348915	1.252046811	0.981369436	2.471206323	1.934812446	0	2.306767365	0	2.040404031	2.157092767	2.094121932	2.381404854	1.858797515	1.412749486	1.979004366	1.737530104	1.691078626	2.102281715	2.626309659	1.837489574	1.579205347	1.575281914	1.765730678	1.812972737	2.811048797	2.348460076	1.641114958	1.693991482	1.787324659	2.018216358	1.762317247	1.800258915	0	1.550354352	1.249989123	1.324816698	2.008249862	2.028721694	0	0	1.004657721	1.974575816	0	0	0	1.549457668	1.609184334	2.130131957	2.052904612	1.965731189	0	1.560895228	1.872926492	1.302478576	1.368714799	1.763943492	1.54189262	2.700881251	1.885481918	2.019112734	2.332676738	1.984078194	1.602850383	1.060850031	2.002169188	0.690182831	1.912836948	1.879943399	1.552492807	1.688898595	0	2.689860095	0.92654044	1.507218752	1.749772331	1.759757393	1.726104468	1.506113099	1.569314028	2.894652714	1.612210394	2.518127892	0	2.03229733	1.692636343	2.262642067	2.371456883	1.63323702	2.250245642	3.004026136	2.500983085	2.507758299	2.549012732	2.193369078	2.587689298	1.916393027	2.579162701	1.509337714	1.36093159	1.983999042	1.877059091	1.982176673	2.065907919	1.997150677	1.834781575	2.195847446	1.438815809	2.162361627	2.013563461	1.75408745	0.771024651	0	2.900303527	1.556396981	1.766074193	1.309987456	0.995615462	1.510806391	1.62277355	1.370050447	1.661869561	1.540430342	1.470130153	0.751907544	1.112390269	2.219406138	0	1.505296465
M193.086T416	1.697994544	0	1.582137964	0	0	0.675445353	1.604007009	1.238191222	1.885222866	0	0.680139386	0.452063284	0	1.525947609	1.115759592	1.311122254	0	0	0	2.079207441	1.741199691	0.81061175	1.829526106	1.203421292	2.500619412	0.658553216	0	0.801865051	0	1.381031428	1.210408059	0	0	0	2.10704668	2.041696418	0	2.031763173	1.337804406	0.409478888	0	0	0.457903398	0	1.628151399	1.029650404	0.933960201	1.343184831	0	0	0	1.813560544	0	0.860145209	1.643090286	1.575772189	2.121841822	0	0	2.197727252	0	1.416555866	0	0.61770305	0.770029264	1.672266035	0	1.862278528	0.549301675	0.900176717	2.193048274	1.325561223	1.091759468	1.875580057	1.638736207	1.665865527	1.768895622	0	0	1.48399798	1.950002238	1.11760771	0.770160456	0	0	0.971224214	0	2.069711348	1.042183673	1.866723667	0	1.268668345	2.027266258	1.218620182	0	0	0.760139769	2.095077944	0	1.683409814	0	0.562364441	0	1.355304988	0.612446738	0.898792911	1.675450395	1.036908536	1.463446516	1.439726481	2.018245532	1.650696602	0	1.047646569	1.806959389	1.838011583	0.914184424	0.680697461	1.365012936	0	0	0	1.266644607	0	1.546050146	1.782269863	1.202194769	0	2.184770959	0.67206234	1.915973798	0	1.36052808	0	0.886315472	0.588238228	2.514138793	1.868149052	1.146972168	1.556795326	2.190560777	0	1.86919865	1.450502026	2.082991723	2.128567136	2.587350862	1.52111178	0	0.491657829	1.612222022	2.012701771	1.973741639	1.969705457	2.249645469	0.988992841	0	1.993536959	2.031311381	0.895617752	0	1.53611747	0	0.821336782	1.400841786	1.770121341	1.186974097	0.416952277	1.163645772	0	0.699806078	0	0.423040335	0	0.961556916	0	0	0.938344347	1.354880734	0
